; "SupportedThreads",64,"UsedThreads",64,"TotalMemory",135065206784,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1537232419,"CurrentTimeLocal","Mon Sep 17 18:00:19 2018","Hostname","nid01799","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 5.7e-05
; "Time_ContextDestroy [ms]", 2.5e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Complex","double",1,"powerof2",1073741824,0,0,11,28,"Success",0.014434,217.093474,217.360973,12808.589806,11168.945598,12249.435536,2015.744601,1106.710059,39783.897001,17179869184,0,17179869184,0,0
"Fftw","Inplace","Complex","double",1,"radix357",9,0,0,0,29,"Warmup",0.000182,0.020474,0.011361,0.00012,0.000385,0.000347,4.8e-05,0.000498,0.033697,144,0,144,2.935329421e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",9,0,0,1,29,"Warmup",0.00011,0.014404,0.010714,0.000102,0.000223,9.2e-05,1.7e-05,0.000513,0.026449,144,0,144,2.935329421e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",9,0,0,2,29,"Success",9.9e-05,0.014174,0.010564,9.1e-05,0.000202,0.000103,2.8e-05,0.000485,0.026007,144,0,144,2.935329421e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",9,0,0,3,29,"Success",0.000116,0.014225,0.010432,9e-05,0.000175,9.2e-05,1.7e-05,0.000477,0.025904,144,0,144,2.935329421e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",9,0,0,4,29,"Success",0.000118,0.015037,0.011119,7.4e-05,0.000189,9.3e-05,1.8e-05,0.000525,0.027497,144,0,144,2.935329421e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",9,0,0,5,29,"Success",0.000118,0.014004,0.010427,7e-05,0.000143,9.3e-05,2.8e-05,0.000475,0.025604,144,0,144,2.935329421e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",9,0,0,6,29,"Success",0.000106,0.014162,0.010531,6e-05,0.000211,8.6e-05,1.6e-05,0.000458,0.025918,144,0,144,2.935329421e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",9,0,0,7,29,"Success",0.000105,0.013965,0.010436,7.5e-05,0.000182,0.000105,2.9e-05,0.000462,0.025576,144,0,144,2.935329421e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",9,0,0,8,29,"Success",0.000117,0.01388,0.010426,7.3e-05,0.000165,8.8e-05,1.7e-05,0.000453,0.025479,144,0,144,2.935329421e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",9,0,0,9,29,"Success",0.000112,0.013811,0.010369,6.3e-05,0.000214,9.2e-05,1.7e-05,0.00049,0.025439,144,0,144,2.935329421e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",9,0,0,10,29,"Success",0.000125,0.013825,0.010381,7.3e-05,0.00015,8.7e-05,2.8e-05,0.000447,0.025362,144,0,144,2.935329421e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",9,0,0,11,29,"Success",0.000114,0.013851,0.010335,6.2e-05,0.000197,8.8e-05,2.9e-05,0.000494,0.025403,144,0,144,2.935329421e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",25,0,0,0,47,"Warmup",0.000158,0.440543,0.454547,0.00011,2.582774,13.255939,0.000305,0.014046,16.748878,400,0,400,2.4010448776e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",25,0,0,1,47,"Warmup",0.000261,0.731329,0.70376,0.0001,2.329703,13.330375,0.000233,0.011476,17.107947,400,0,400,2.4010448776e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",25,0,0,2,47,"Success",0.000311,0.739724,0.731926,0.000107,2.226887,13.261586,0.00024,0.016629,16.978031,400,0,400,2.4010448776e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",25,0,0,3,47,"Success",0.000264,0.735635,0.719902,9.6e-05,2.162452,13.479508,0.000263,0.014863,17.113484,400,0,400,2.4010448776e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",25,0,0,4,47,"Success",0.000298,0.737465,0.696385,0.000116,2.495323,13.138982,0.000247,0.010567,17.080007,400,0,400,2.4010448776e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",25,0,0,5,47,"Success",0.000279,0.72883,0.713006,0.000141,2.457466,5.624003,0.000227,0.028198,9.552651,400,0,400,2.4010448776e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",25,0,0,6,47,"Success",0.000259,0.737698,0.706302,0.000116,0.181654,0.070625,0.000262,0.014258,1.711643,400,0,400,2.4010448776e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",25,0,0,7,47,"Success",0.000267,0.760541,0.717538,9.6e-05,0.211138,0.078863,0.000488,0.013137,1.782534,400,0,400,2.4010448776e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",25,0,0,8,47,"Success",0.000249,0.736864,0.718773,9.8e-05,0.156404,0.072376,0.000259,0.013621,1.69939,400,0,400,2.4010448776e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",25,0,0,9,47,"Success",0.000225,0.728748,0.716436,7.2e-05,0.165053,0.071211,0.000335,0.013193,1.695755,400,0,400,2.4010448776e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",25,0,0,10,47,"Success",0.000249,0.734566,0.717553,8.6e-05,0.192457,0.067411,0.000242,0.013309,1.726424,400,0,400,2.4010448776e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",25,0,0,11,47,"Success",0.000257,0.726138,0.716978,0.000114,0.177389,0.070698,0.000197,0.014545,1.706863,400,0,400,2.4010448776e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",27,0,0,0,30,"Warmup",0.000317,2.927285,2.401749,0.000129,0.205478,0.064381,0.000465,0.018186,5.618569,432,0,432,4.0608162962e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",27,0,0,1,30,"Warmup",0.000291,2.973521,2.410655,0.000151,0.239245,0.063422,0.0005,0.018315,5.706727,432,0,432,4.0608162962e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",27,0,0,2,30,"Success",0.000289,3.030391,2.312143,0.000124,0.251451,0.065197,0.000409,0.018361,5.678961,432,0,432,4.0608162962e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",27,0,0,3,30,"Success",0.000298,2.966855,2.398254,0.000101,0.199219,0.055455,0.000272,0.017838,5.638968,432,0,432,4.0608162962e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",27,0,0,4,30,"Success",0.000282,2.97154,2.400813,0.000101,0.215623,0.065041,0.000556,0.017364,5.671803,432,0,432,4.0608162962e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",27,0,0,5,30,"Success",0.000282,3.022316,2.309111,0.000125,0.24967,0.059104,0.000645,0.01748,5.659184,432,0,432,4.0608162962e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",27,0,0,6,30,"Success",0.000282,2.96827,2.400713,0.000124,0.199925,0.055314,0.00046,0.018079,5.643687,432,0,432,4.0608162962e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",27,0,0,7,30,"Success",0.000293,2.971146,2.409499,0.00013,0.24313,0.062958,0.000573,0.019358,5.707518,432,0,432,4.0608162962e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",27,0,0,8,30,"Success",0.000284,3.040226,2.311128,0.000133,0.248295,0.053303,0.000334,0.018205,5.672458,432,0,432,4.0608162962e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",27,0,0,9,30,"Success",0.000363,2.973465,2.489916,0.000132,0.226847,0.065753,0.000472,0.01759,5.77498,432,0,432,4.0608162962e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",27,0,0,10,30,"Success",0.000281,2.962387,2.412637,0.000127,0.233851,0.055629,0.000292,0.017524,5.683323,432,0,432,4.0608162962e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",27,0,0,11,30,"Success",0.000306,3.044659,2.310331,0.000123,0.213496,0.066828,0.000258,0.019118,5.655716,432,0,432,4.0608162962e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",49,0,0,0,59,"Warmup",0.000292,1.231726,1.012229,0.000158,0.187854,0.072051,0.000367,0.046038,2.551313,784,0,784,7.1140976279e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",49,0,0,1,59,"Warmup",0.000264,1.248752,1.030581,0.00015,0.245868,0.068859,0.000349,0.04564,2.640994,784,0,784,7.1140976279e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",49,0,0,2,59,"Success",0.000268,1.2465,0.847358,0.000134,0.163173,0.1149,0.00038,0.05548,2.428738,784,0,784,7.1140976279e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",49,0,0,3,59,"Success",0.000256,1.245343,0.828704,0.00011,0.198761,0.090944,0.000354,0.048459,2.413528,784,0,784,7.1140976279e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",49,0,0,4,59,"Success",0.000231,1.256097,0.841355,0.000118,0.181236,0.078194,0.000343,0.046889,2.405002,784,0,784,7.1140976279e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",49,0,0,5,59,"Success",0.000245,1.242644,0.832893,0.000119,0.1865,0.08729,0.000322,0.047012,2.397509,784,0,784,7.1140976279e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",49,0,0,6,59,"Success",0.000265,1.271423,0.842535,0.000142,0.179553,0.080369,0.000436,0.048813,2.42402,784,0,784,7.1140976279e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",49,0,0,7,59,"Success",0.000252,1.261417,0.840232,9.9e-05,0.227238,0.068376,0.000341,0.046358,2.444885,784,0,784,7.1140976279e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",49,0,0,8,59,"Success",0.000233,1.245179,0.919327,0.000111,0.172035,0.088469,0.00038,0.047955,2.474387,784,0,784,7.1140976279e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",49,0,0,9,59,"Success",0.000265,1.23905,0.842676,0.000121,0.189244,0.070537,0.000343,0.046603,2.389373,784,0,784,7.1140976279e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",49,0,0,10,59,"Success",0.000255,1.247446,0.832463,0.000123,0.16285,0.070133,0.000361,0.046875,2.361057,784,0,784,7.1140976279e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",49,0,0,11,59,"Success",0.000253,1.239938,0.847035,0.000113,0.183047,0.070492,0.000395,0.047007,2.389147,784,0,784,7.1140976279e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",81,0,0,0,31,"Warmup",0.00558,1.396562,0.984142,0.000168,0.16038,0.068108,0.000396,0.050725,2.666715,1296,0,1296,7.2708922651e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",81,0,0,1,31,"Warmup",0.005335,1.445209,0.975524,0.00018,0.25509,0.073057,0.000295,0.049314,2.804548,1296,0,1296,7.2708922651e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",81,0,0,2,31,"Success",0.005446,1.476666,1.048754,0.000223,0.219002,0.088315,0.000448,0.051022,2.890381,1296,0,1296,7.2708922651e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",81,0,0,3,31,"Success",0.005463,1.450617,0.974334,0.000219,0.25256,0.068524,0.000362,0.052356,2.804989,1296,0,1296,7.2708922651e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",81,0,0,4,31,"Success",0.005404,1.446053,0.97652,0.000164,0.258613,0.074325,0.000566,0.053288,2.815393,1296,0,1296,7.2708922651e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",81,0,0,5,31,"Success",0.005343,1.472098,0.971908,0.000161,0.219582,0.068358,0.000417,0.05231,2.790809,1296,0,1296,7.2708922651e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",81,0,0,6,31,"Success",0.005462,1.464991,0.976606,0.000188,0.18342,0.066596,0.000395,0.05129,2.749465,1296,0,1296,7.2708922651e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",81,0,0,7,31,"Success",0.005324,1.493541,0.997669,0.00018,0.158279,0.085099,0.000526,0.051481,2.792565,1296,0,1296,7.2708922651e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",81,0,0,8,31,"Success",0.005408,1.480799,0.978614,0.000182,0.174503,0.074492,0.000409,0.051895,2.76686,1296,0,1296,7.2708922651e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",81,0,0,9,31,"Success",0.00547,1.522932,1.053471,0.000168,0.222186,0.068994,0.000365,0.051079,2.925133,1296,0,1296,7.2708922651e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",81,0,0,10,31,"Success",0.005442,1.479338,0.978236,0.000192,0.175932,0.096308,0.000428,0.051543,2.788161,1296,0,1296,7.2708922651e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",81,0,0,11,31,"Success",0.005406,1.471775,0.974452,0.000172,0.18497,0.087642,0.000516,0.05184,2.777363,1296,0,1296,7.2708922651e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",125,0,0,0,48,"Warmup",0.005595,2.832569,2.306236,0.000242,0.213505,0.065451,0.000615,0.060253,5.485092,2000,0,2000,4.8812157559e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",125,0,0,1,48,"Warmup",0.005801,2.954712,2.204862,0.000184,0.208147,0.06855,0.000725,0.060775,5.504274,2000,0,2000,4.8812157559e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",125,0,0,2,48,"Success",0.005933,2.953218,2.292945,0.000188,0.213692,0.067319,0.000603,0.072105,5.606494,2000,0,2000,4.8812157559e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",125,0,0,3,48,"Success",0.005711,2.885026,2.205806,0.00019,0.208188,0.088553,0.000435,0.060014,5.45438,2000,0,2000,4.8812157559e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",125,0,0,4,48,"Success",0.005507,2.993857,2.264006,0.000195,0.261835,0.065417,0.00078,0.060574,5.65271,2000,0,2000,4.8812157559e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",125,0,0,5,48,"Success",0.005679,2.894441,2.296868,0.000195,0.213142,0.06487,0.000654,0.061297,5.537591,2000,0,2000,4.8812157559e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",125,0,0,6,48,"Success",0.005694,2.953264,2.207329,0.000202,0.233066,0.064763,0.000614,0.060435,5.525897,2000,0,2000,4.8812157559e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",125,0,0,7,48,"Success",0.007354,2.934611,2.315613,0.000166,0.23012,0.068161,0.000606,0.058885,5.616085,2000,0,2000,4.8812157559e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",125,0,0,8,48,"Success",0.005669,2.887336,2.300806,0.000164,0.197123,0.061924,0.000636,0.061629,5.515733,2000,0,2000,4.8812157559e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",125,0,0,9,48,"Success",0.005684,2.967616,2.210023,0.000187,0.195971,0.070856,0.000731,0.062544,5.514066,2000,0,2000,4.8812157559e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",125,0,0,10,48,"Success",0.005669,2.877066,2.296851,0.000197,0.208229,0.064496,0.000615,0.060467,5.514101,2000,0,2000,4.8812157559e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",125,0,0,11,48,"Success",0.006563,3.015036,2.353958,0.000193,0.209051,0.065537,0.000721,0.062404,5.713947,2000,0,2000,4.8812157559e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",243,0,0,0,32,"Warmup",0.005416,1.592565,1.151539,0.000422,0.217815,0.067068,0.000827,0.15545,3.191749,3888,0,3888,7.9839332842e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",243,0,0,1,32,"Warmup",0.005394,1.674652,1.068117,0.000366,0.240959,0.082635,0.001402,0.168901,3.242874,3888,0,3888,7.9839332842e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",243,0,0,2,32,"Success",0.005467,1.678597,1.069471,0.000359,0.232668,0.079674,0.000729,0.153188,3.220728,3888,0,3888,7.9839332842e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",243,0,0,3,32,"Success",0.005459,1.694373,1.07333,0.000318,0.267536,0.072685,0.000765,0.15493,3.269963,3888,0,3888,7.9839332842e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",243,0,0,4,32,"Success",0.005379,1.670465,1.108506,0.000369,0.223484,0.076672,0.000861,0.155357,3.24156,3888,0,3888,7.9839332842e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",243,0,0,5,32,"Success",0.005558,1.678176,1.153893,0.000331,0.216699,0.082569,0.000928,0.155301,3.293988,3888,0,3888,7.9839332842e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",243,0,0,6,32,"Success",0.005338,1.729823,1.252848,0.000361,0.268699,0.067477,0.000918,0.15612,3.482051,3888,0,3888,7.9839332842e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",243,0,0,7,32,"Success",0.005393,1.723461,1.119965,0.000347,0.259472,0.08165,0.001203,0.165837,3.357747,3888,0,3888,7.9839332842e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",243,0,0,8,32,"Success",0.005305,1.695413,1.068855,0.000438,0.252411,0.082821,0.00076,0.156662,3.263165,3888,0,3888,7.9839332842e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",243,0,0,9,32,"Success",0.005321,1.678362,1.072251,0.000358,0.248424,0.074303,0.000785,0.149014,3.229405,3888,0,3888,7.9839332842e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",243,0,0,10,32,"Success",0.005448,1.68833,1.077199,0.000328,0.26206,0.06596,0.000918,0.15512,3.255823,3888,0,3888,7.9839332842e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",243,0,0,11,32,"Success",0.005393,1.683738,1.075106,0.00038,0.267155,0.073444,0.000998,0.153171,3.259849,3888,0,3888,7.9839332842e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",343,0,0,0,60,"Warmup",0.005568,1.354464,0.829477,0.000484,0.223293,0.077509,0.001101,0.199941,2.692413,5488,0,5488,7.520831866e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",343,0,0,1,60,"Warmup",0.005507,1.426128,0.816446,0.000495,0.232583,0.080958,0.000961,0.209126,2.77281,5488,0,5488,7.520831866e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",343,0,0,2,60,"Success",0.005534,1.429569,0.816234,0.000511,0.246772,0.079567,0.001064,0.201969,2.781751,5488,0,5488,7.520831866e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",343,0,0,3,60,"Success",0.005497,1.424426,0.817758,0.000496,0.224277,0.082907,0.001157,0.206618,2.763613,5488,0,5488,7.520831866e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",343,0,0,4,60,"Success",0.005427,1.414182,0.818124,0.000481,0.254195,0.069636,0.001268,0.199469,2.763324,5488,0,5488,7.520831866e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",343,0,0,5,60,"Success",0.005612,1.422823,0.817148,0.0005,0.220774,0.077105,0.001358,0.196524,2.742324,5488,0,5488,7.520831866e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",343,0,0,6,60,"Success",0.005571,1.453328,0.816147,0.000486,0.225935,0.082129,0.001019,0.214082,2.799243,5488,0,5488,7.520831866e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",343,0,0,7,60,"Success",0.005562,1.44254,0.814752,0.000532,0.243195,0.081517,0.000983,0.21151,2.801232,5488,0,5488,7.520831866e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",343,0,0,8,60,"Success",0.005542,1.438384,0.81789,0.000499,0.24915,0.078108,0.001381,0.201192,2.792602,5488,0,5488,7.520831866e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",343,0,0,9,60,"Success",0.005451,1.475937,0.834944,0.000494,0.219937,0.086963,0.001268,0.211564,2.836969,5488,0,5488,7.520831866e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",343,0,0,10,60,"Success",0.005553,1.419324,0.81761,0.000467,0.237644,0.07837,0.001003,0.206429,2.766881,5488,0,5488,7.520831866e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",343,0,0,11,60,"Success",0.00552,1.436113,0.814805,0.000482,0.221421,0.089219,0.001114,0.203592,2.772755,5488,0,5488,7.520831866e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",625,0,0,0,49,"Warmup",0.00577,1.708998,1.796246,0.000728,0.176449,0.056899,0.001676,0.038335,3.785764,10000,0,10000,7.9477177405e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",625,0,0,1,49,"Warmup",0.005692,1.873686,1.778247,0.000723,0.142848,0.059705,0.00222,0.038437,3.902349,10000,0,10000,7.9477177405e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",625,0,0,2,49,"Success",0.005654,1.882189,1.679288,0.000692,0.165879,0.06076,0.001747,0.039361,3.836212,10000,0,10000,7.9477177405e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",625,0,0,3,49,"Success",0.005676,1.892675,1.680306,0.000744,0.170482,0.059005,0.002285,0.039911,3.85161,10000,0,10000,7.9477177405e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",625,0,0,4,49,"Success",0.005617,1.905361,1.720854,0.000814,0.114744,0.068486,0.002251,0.039121,3.858015,10000,0,10000,7.9477177405e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",625,0,0,5,49,"Success",0.005646,1.879744,1.790287,0.000693,0.210166,0.060863,0.001824,0.038439,3.988163,10000,0,10000,7.9477177405e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",625,0,0,6,49,"Success",0.005667,1.971973,1.689812,0.000712,0.155555,0.061144,0.001547,0.038832,3.92577,10000,0,10000,7.9477177405e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",625,0,0,7,49,"Success",0.005657,1.916926,1.688672,0.00069,0.135853,0.060757,0.001476,0.038353,3.849012,10000,0,10000,7.9477177405e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",625,0,0,8,49,"Success",0.004569,1.253027,1.7185,0.000858,1.844445,0.074276,0.002004,0.055193,4.953342,10000,0,10000,7.9477177405e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",625,0,0,9,49,"Success",0.005642,1.887868,1.679242,0.000729,0.131058,0.063578,0.001836,0.039138,3.809575,10000,0,10000,7.9477177405e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",625,0,0,10,49,"Success",0.005696,1.917884,1.675887,0.000719,0.196183,0.060737,0.001673,0.03832,3.897912,10000,0,10000,7.9477177405e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",625,0,0,11,49,"Success",0.005768,1.890889,1.773614,0.000711,0.129877,0.062559,0.001942,0.038571,3.904608,10000,0,10000,7.9477177405e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",729,0,0,0,33,"Warmup",0.005556,2.057491,1.118041,0.00095,0.272071,0.106635,0.001737,0.296152,3.859194,11664,0,11664,1.0917297301e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",729,0,0,1,33,"Warmup",0.005657,2.024962,1.127975,0.000933,0.288637,0.083315,0.002012,0.282151,3.816305,11664,0,11664,1.0917297301e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",729,0,0,2,33,"Success",0.005608,2.073399,1.130656,0.00098,0.257257,0.101929,0.002017,0.306444,3.878782,11664,0,11664,1.0917297301e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",729,0,0,3,33,"Success",0.005614,2.081717,1.206936,0.000941,0.288463,0.094852,0.001964,0.291167,3.972223,11664,0,11664,1.0917297301e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",729,0,0,4,33,"Success",0.005444,2.156869,1.142237,0.000913,0.284637,0.103884,0.002116,0.298701,3.995255,11664,0,11664,1.0917297301e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",729,0,0,5,33,"Success",0.005637,2.089028,1.206689,0.000922,0.311695,0.086543,0.001847,0.286197,3.989134,11664,0,11664,1.0917297301e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",729,0,0,6,33,"Success",0.005649,2.067606,1.175518,0.000965,0.27777,0.084608,0.001777,0.304601,3.919022,11664,0,11664,1.0917297301e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",729,0,0,7,33,"Success",0.005458,2.083128,1.212944,0.000895,0.255913,0.096421,0.001982,0.287501,3.944679,11664,0,11664,1.0917297301e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",729,0,0,8,33,"Success",0.005591,2.09805,1.094172,0.000925,0.271443,0.079804,0.001766,0.287354,3.839737,11664,0,11664,1.0917297301e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",729,0,0,9,33,"Success",0.005564,2.089112,1.155706,0.000943,0.274445,0.084979,0.001894,0.292585,3.905965,11664,0,11664,1.0917297301e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",729,0,0,10,33,"Success",0.00571,2.073828,1.155103,0.00091,0.291848,0.083941,0.001755,0.305951,3.919605,11664,0,11664,1.0917297301e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",729,0,0,11,33,"Success",0.005594,2.081443,1.215264,0.00092,0.255911,0.099798,0.001799,0.291811,3.952985,11664,0,11664,1.0917297301e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",2187,0,0,0,34,"Warmup",0.005462,2.581854,1.942935,0.002722,0.330848,0.121118,0.005468,0.522504,5.51344,34992,0,34992,1.0858245877e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",2187,0,0,1,34,"Warmup",0.005441,2.924433,1.826409,0.002718,0.238506,0.124601,0.005291,0.534347,5.66232,34992,0,34992,1.0858245877e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",2187,0,0,2,34,"Success",0.005407,3.031767,1.878352,0.002727,0.245453,0.117241,0.005065,0.515524,5.802092,34992,0,34992,1.0858245877e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",2187,0,0,3,34,"Success",0.00554,2.868004,1.967078,0.00279,0.242894,0.11872,0.006152,0.517347,5.728998,34992,0,34992,1.0858245877e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",2187,0,0,4,34,"Success",0.005473,2.885525,1.829559,0.00271,0.316345,0.101151,0.005551,0.505247,5.652145,34992,0,34992,1.0858245877e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",2187,0,0,5,34,"Success",0.005401,2.972396,1.88205,0.002747,0.238529,0.097034,0.005307,0.51709,5.721222,34992,0,34992,1.0858245877e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",2187,0,0,6,34,"Success",0.005451,2.830575,1.930817,0.002713,0.229881,0.11753,0.006097,0.522589,5.646337,34992,0,34992,1.0858245877e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",2187,0,0,7,34,"Success",0.005496,2.874304,2.004296,0.003034,0.271229,0.103989,0.005141,0.500335,5.768503,34992,0,34992,1.0858245877e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",2187,0,0,8,34,"Success",0.00543,3.033411,1.885907,0.002683,0.24566,0.093886,0.005143,0.507467,5.780225,34992,0,34992,1.0858245877e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",2187,0,0,9,34,"Success",0.005337,2.878937,1.974064,0.002644,0.255145,0.100715,0.00522,0.511207,5.733825,34992,0,34992,1.0858245877e-16,0
